Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2013-02-26,26,2,2013,1.458,2.21,1.805,0.889,6.038
2013-02-27,27,2,2013,-0.782,3.513,2.387,0.95,6.033
2013-02-28,28,2,2013,-0.856,2.125,2.611,0.994,6.026
2013-03-01,1,3,2013,0.748,-0.887,2.504,1.017,6.018
2013-03-02,2,3,2013,,,,,
2013-03-03,3,3,2013,,,,,
2013-03-04,4,3,2013,,,,,
2013-03-05,5,3,2013,-0.851,-2.697,2.119,1.019,6.01
2013-03-06,6,3,2013,0.958,-1.681,1.522,1.001,6.0
2013-03-07,7,3,2013,-1.026,0.557,0.817,0.964,5.989
2013-03-08,8,3,2013,,,,,
2013-03-09,9,3,2013,,,,,
2013-03-10,10,3,2013,,,,,
2013-03-11,11,3,2013,0.058,1.638,0.118,0.91,5.977
2013-03-12,12,3,2013,0.85,1.226,-0.478,0.838,5.964
2013-03-13,13,3,2013,1.497,0.149,-0.947,0.751,5.95
2013-03-14,14,3,2013,,,,,
2013-03-15,15,3,2013,,,,,
2013-03-16,16,3,2013,,,,,
2013-03-17,17,3,2013,,,,,
2013-03-18,18,3,2013,,,,,
2013-03-19,19,3,2013,-1.697,-0.705,-1.282,0.648,5.936
2013-03-20,20,3,2013,-1.423,-0.853,-1.476,0.532,5.92
2013-03-21,21,3,2013,-0.797,-0.479,-1.531,0.403,5.904
2013-03-22,22,3,2013,,,,,
2013-03-23,23,3,2013,,,,,
2013-03-24,24,3,2013,,,,,
2013-03-25,25,3,2013,,,,,
2013-03-26,26,3,2013,,,,,
2013-03-27,27,3,2013,,,,,
2013-03-28,28,3,2013,2.127,0.094,-1.469,0.262,5.887
2013-03-29,29,3,2013,1.657,0.486,-1.324,0.112,5.869
2013-03-30,30,3,2013,1.436,0.584,-1.129,-0.042,5.85
2013-03-31,31,3,2013,,,,,
2013-04-01,1,4,2013,0.321,0.458,-0.913,-0.196,5.831
2013-04-02,2,4,2013,-0.579,0.207,-0.692,-0.348,5.811
2013-04-03,3,4,2013,-0.734,-0.087,-0.478,-0.491,5.79
2013-04-04,4,4,2013,-0.728,-0.335,-0.283,-0.623,5.769
2013-04-05,5,4,2013,-0.935,-0.455,-0.119,-0.738,5.747
2013-04-06,6,4,2013,-0.851,-0.444,0.004,-0.834,5.725
2013-04-07,7,4,2013,0.173,-0.355,0.086,-0.905,5.702
2013-04-08,8,4,2013,0.582,-0.14,0.13,-0.951,5.678
2013-04-09,9,4,2013,0.381,0.19,0.142,-0.968,5.654
2013-04-10,10,4,2013,0.13,0.568,0.127,-0.955,5.63
2013-04-11,11,4,2013,-0.224,0.839,0.096,-0.915,5.605
2013-04-12,12,4,2013,-0.063,0.877,0.057,-0.851,5.58
2013-04-13,13,4,2013,0.104,0.589,0.02,-0.767,5.554
2013-04-14,14,4,2013,-0.041,-0.009,-0.012,-0.666,5.528
2013-04-15,15,4,2013,-0.028,-0.785,-0.037,-0.552,5.502
2013-04-16,16,4,2013,-0.192,-1.504,-0.053,-0.428,5.476
2013-04-17,17,4,2013,0.113,-1.908,-0.058,-0.296,5.45
2013-04-18,18,4,2013,0.018,-2.03,-0.051,-0.16,5.423
2013-04-19,19,4,2013,0.355,-1.998,-0.031,-0.022,5.397
2013-04-20,20,4,2013,0.704,-1.687,-0.002,0.115,5.37
2013-04-21,21,4,2013,-0.856,-0.971,0.035,0.248,5.344
2013-04-22,22,4,2013,-0.067,0.098,0.075,0.376,5.318
2013-04-23,23,4,2013,1.03,1.267,0.115,0.496,5.292
2013-04-24,24,4,2013,0.603,2.273,0.153,0.605,5.266
2013-04-25,25,4,2013,0.173,3.001,0.185,0.701,5.24
2013-04-26,26,4,2013,-0.134,3.331,0.207,0.781,5.215
2013-04-27,27,4,2013,-0.01,3.258,0.218,0.843,5.19
2013-04-28,28,4,2013,0.109,2.82,0.22,0.885,5.166
2013-04-29,29,4,2013,0.24,2.096,0.214,0.908,5.142
2013-04-30,30,4,2013,-0.655,1.221,0.201,0.913,5.119
2013-05-01,1,5,2013,-0.418,0.339,0.182,0.902,5.096
2013-05-02,2,5,2013,-0.49,-0.415,0.156,0.875,5.073
2013-05-03,3,5,2013,-0.626,-0.986,0.126,0.834,5.052
2013-05-04,4,5,2013,-0.567,-1.334,0.09,0.78,5.03
2013-05-05,5,5,2013,-0.482,-1.494,0.051,0.716,5.01
2013-05-06,6,5,2013,-0.37,-1.568,0.007,0.641,4.989
2013-05-07,7,5,2013,-0.078,-1.61,-0.039,0.557,4.97
2013-05-08,8,5,2013,0.255,-1.684,-0.088,0.466,4.951
2013-05-09,9,5,2013,0.114,-1.878,-0.138,0.37,4.933
2013-05-10,10,5,2013,0.31,-2.203,-0.19,0.268,4.915
2013-05-11,11,5,2013,0.259,-2.577,-0.243,0.163,4.898
2013-05-12,12,5,2013,-0.116,-2.926,-0.296,0.057,4.882
2013-05-13,13,5,2013,-0.204,-3.162,-0.349,-0.05,4.866
2013-05-14,14,5,2013,0.125,-3.218,-0.401,-0.157,4.851
2013-05-15,15,5,2013,0.202,-3.126,-0.451,-0.261,4.837
2013-05-16,16,5,2013,0.135,-2.898,-0.498,-0.362,4.823
2013-05-17,17,5,2013,0.051,-2.56,-0.542,-0.459,4.81
2013-05-18,18,5,2013,-0.201,-2.067,-0.582,-0.549,4.798
2013-05-19,19,5,2013,-0.431,-1.409,-0.615,-0.631,4.786
2013-05-20,20,5,2013,0.266,-0.494,-0.642,-0.705,4.776
2013-05-21,21,5,2013,-0.289,0.753,-0.66,-0.769,4.766
2013-05-22,22,5,2013,0.547,2.088,-0.67,-0.822,4.757
2013-05-23,23,5,2013,0.128,2.854,-0.669,-0.861,4.748
2013-05-24,24,5,2013,0.278,2.826,-0.657,-0.887,4.741
2013-05-25,25,5,2013,0.232,2.268,-0.636,-0.899,4.734
2013-05-26,26,5,2013,-0.024,1.499,-0.605,-0.898,4.728
2013-05-27,27,5,2013,-0.457,0.684,-0.567,-0.884,4.723
2013-05-28,28,5,2013,-0.124,-0.015,-0.521,-0.859,4.719
2013-05-29,29,5,2013,-0.542,-0.682,-0.469,-0.823,4.716
2013-05-30,30,5,2013,-0.533,-1.291,-0.411,-0.778,4.714
2013-05-31,31,5,2013,-0.553,-1.688,-0.348,-0.723,4.712
2013-06-01,1,6,2013,,,,,
2013-06-02,2,6,2013,,,,,
2013-06-03,3,6,2013,,,,,
2013-06-04,4,6,2013,,,,,
2013-06-05,5,6,2013,,,,,
2013-06-06,6,6,2013,,,,,
2013-06-07,7,6,2013,,,,,
2013-06-08,8,6,2013,,,,,
2013-06-09,9,6,2013,,,,,
2013-06-10,10,6,2013,,,,,
2013-06-11,11,6,2013,,,,,
2013-06-12,12,6,2013,,,,,
2013-06-13,13,6,2013,,,,,
2013-06-14,14,6,2013,,,,,
2013-06-15,15,6,2013,,,,,
2013-06-16,16,6,2013,,,,,
2013-06-17,17,6,2013,,,,,
2013-06-18,18,6,2013,,,,,
2013-06-19,19,6,2013,,,,,
2013-06-20,20,6,2013,,,,,
2013-06-21,21,6,2013,,,,,
2013-06-22,22,6,2013,,,,,
2013-06-23,23,6,2013,,,,,
2013-06-24,24,6,2013,,,,,
2013-06-25,25,6,2013,,,,,
2013-06-26,26,6,2013,,,,,
2013-06-27,27,6,2013,,,,,
2013-06-28,28,6,2013,,,,,
2013-06-29,29,6,2013,,,,,
2013-06-30,30,6,2013,,,,,
