value,timestamp
550,2024-11-11 00:00:01
550,2024-11-11 00:04:23
550,2024-11-11 00:04:34
550,2024-11-11 00:04:46
550,2024-11-11 00:09:07
550,2024-11-11 00:09:18
550,2024-11-11 00:09:30
550,2024-11-11 00:13:50
550,2024-11-11 00:14:02
550,2024-11-11 00:14:13
550,2024-11-11 00:18:34
550,2024-11-11 00:18:46
550,2024-11-11 00:18:57
550,2024-11-11 00:23:19
550,2024-11-11 00:23:30
550,2024-11-11 00:23:42
550,2024-11-11 00:28:02
550,2024-11-11 00:28:14
550,2024-11-11 00:28:25
550,2024-11-11 00:32:47
550,2024-11-11 00:32:58
550,2024-11-11 00:33:10
550,2024-11-11 00:37:30
550,2024-11-11 00:37:42
550,2024-11-11 00:37:53
550,2024-11-11 00:42:15
550,2024-11-11 00:42:26
550,2024-11-11 00:42:38
550,2024-11-11 00:46:58
550,2024-11-11 00:47:10
550,2024-11-11 00:47:21
550,2024-11-11 00:51:42
550,2024-11-11 00:51:54
550,2024-11-11 00:52:05
550,2024-11-11 00:56:26
550,2024-11-11 00:56:38
550,2024-11-11 00:56:49
550,2024-11-11 01:01:10
550,2024-11-11 01:01:22
550,2024-11-11 01:01:33
550,2024-11-11 01:05:54
550,2024-11-11 01:06:06
550,2024-11-11 01:06:17
550,2024-11-11 01:10:38
550,2024-11-11 01:10:49
550,2024-11-11 01:11:01
550,2024-11-11 01:15:22
550,2024-11-11 01:15:33
550,2024-11-11 01:15:45
550,2024-11-11 01:20:06
550,2024-11-11 01:20:18
550,2024-11-11 01:20:29
550,2024-11-11 01:24:50
550,2024-11-11 01:25:01
550,2024-11-11 01:25:13
550,2024-11-11 01:29:34
550,2024-11-11 01:29:45
550,2024-11-11 01:29:57
550,2024-11-11 01:34:17
550,2024-11-11 01:34:29
550,2024-11-11 01:34:41
550,2024-11-11 01:39:02
550,2024-11-11 01:39:13
550,2024-11-11 01:39:25
550,2024-11-11 01:43:47
550,2024-11-11 01:43:58
550,2024-11-11 01:44:10
550,2024-11-11 01:48:30
550,2024-11-11 01:48:42
550,2024-11-11 01:48:53
550,2024-11-11 01:53:14
550,2024-11-11 01:53:26
550,2024-11-11 01:53:37
550,2024-11-11 01:57:58
550,2024-11-11 01:58:10
550,2024-11-11 01:58:21
550,2024-11-11 02:02:42
550,2024-11-11 02:02:53
550,2024-11-11 02:03:05
550,2024-11-11 02:07:38
550,2024-11-11 02:07:50
550,2024-11-11 02:12:12
550,2024-11-11 02:12:23
550,2024-11-11 02:12:35
550,2024-11-11 02:16:57
550,2024-11-11 02:17:08
