value,timestamp
540,2024-11-12 00:01:13
540,2024-11-12 00:01:25
540,2024-11-12 00:01:36
540,2024-11-12 00:05:58
540,2024-11-12 00:06:09
540,2024-11-12 00:06:21
540,2024-11-12 00:10:43
540,2024-11-12 00:10:54
540,2024-11-12 00:11:06
540,2024-11-12 00:15:27
540,2024-11-12 00:15:39
540,2024-11-12 00:15:50
540,2024-11-12 00:20:12
540,2024-11-12 00:20:24
540,2024-11-12 00:20:35
540,2024-11-12 00:24:57
540,2024-11-12 00:25:08
540,2024-11-12 00:25:20
540,2024-11-12 00:29:42
540,2024-11-12 00:29:53
540,2024-11-12 00:30:05
540,2024-11-12 00:34:26
540,2024-11-12 00:34:38
540,2024-11-12 00:34:49
540,2024-11-12 00:39:11
540,2024-11-12 00:39:23
540,2024-11-12 00:39:34
540,2024-11-12 00:43:56
540,2024-11-12 00:44:07
540,2024-11-12 00:44:19
540,2024-11-12 00:48:41
540,2024-11-12 00:48:52
540,2024-11-12 00:49:04
540,2024-11-12 00:53:26
540,2024-11-12 00:53:37
540,2024-11-12 00:53:49
540,2024-11-12 00:58:11
540,2024-11-12 00:58:22
540,2024-11-12 00:58:34
540,2024-11-12 01:02:56
540,2024-11-12 01:03:07
540,2024-11-12 01:03:19
540,2024-11-12 01:07:40
540,2024-11-12 01:07:52
540,2024-11-12 01:08:03
540,2024-11-12 01:12:25
540,2024-11-12 01:12:37
540,2024-11-12 01:12:48
540,2024-11-12 01:17:10
540,2024-11-12 01:17:21
540,2024-11-12 01:17:33
540,2024-11-12 01:21:55
540,2024-11-12 01:22:06
540,2024-11-12 01:22:18
540,2024-11-12 01:26:40
540,2024-11-12 01:26:52
540,2024-11-12 01:27:03
540,2024-11-12 01:31:25
540,2024-11-12 01:31:37
540,2024-11-12 01:31:48
540,2024-11-12 01:36:10
540,2024-11-12 01:36:21
540,2024-11-12 01:36:33
540,2024-11-12 01:40:55
540,2024-11-12 01:41:06
540,2024-11-12 01:41:18
540,2024-11-12 01:45:40
540,2024-11-12 01:45:51
540,2024-11-12 01:46:03
540,2024-11-12 01:50:25
540,2024-11-12 01:50:36
540,2024-11-12 01:50:48
540,2024-11-12 01:55:09
540,2024-11-12 01:55:21
540,2024-11-12 01:55:32
540,2024-11-12 01:59:54
540,2024-11-12 02:00:06
540,2024-11-12 02:00:17
550,2024-11-12 02:04:39
550,2024-11-12 02:04:51
550,2024-11-12 02:05:02
550,2024-11-12 02:09:24
550,2024-11-12 02:09:36
550,2024-11-12 02:09:47
550,2024-11-12 02:14:09
550,2024-11-12 02:14:20
550,2024-11-12 02:14:32
550,2024-11-12 02:18:54
550,2024-11-12 02:19:05
550,2024-11-12 02:19:17
550,2024-11-12 02:23:39
550,2024-11-12 02:23:50
550,2024-11-12 02:24:02
560,2024-11-12 02:28:24
560,2024-11-12 02:28:35
560,2024-11-12 02:28:47
560,2024-11-12 02:33:08
560,2024-11-12 02:33:20
560,2024-11-12 02:33:31
560,2024-11-12 02:37:53
560,2024-11-12 02:38:05
560,2024-11-12 02:38:16
560,2024-11-12 02:42:38
560,2024-11-12 02:42:49
560,2024-11-12 02:43:01
560,2024-11-12 02:47:23
560,2024-11-12 02:47:34
560,2024-11-12 02:47:46
560,2024-11-12 02:52:07
560,2024-11-12 02:52:19
560,2024-11-12 02:52:30
560,2024-11-12 02:56:52
560,2024-11-12 02:57:04
560,2024-11-12 02:57:15
570,2024-11-12 03:01:37
570,2024-11-12 03:01:49
570,2024-11-12 03:02:00
570,2024-11-12 03:06:22
570,2024-11-12 03:06:33
570,2024-11-12 03:06:45
570,2024-11-12 03:11:07
570,2024-11-12 03:11:19
570,2024-11-12 03:11:30
570,2024-11-12 03:15:52
570,2024-11-12 03:16:04
570,2024-11-12 03:16:15
570,2024-11-12 03:20:37
570,2024-11-12 03:20:48
570,2024-11-12 03:21:00
570,2024-11-12 03:25:22
570,2024-11-12 03:25:33
570,2024-11-12 03:25:45
570,2024-11-12 03:30:07
570,2024-11-12 03:30:18
570,2024-11-12 03:30:30
570,2024-11-12 03:34:52
570,2024-11-12 03:35:04
570,2024-11-12 03:35:15
560,2024-11-12 03:39:37
560,2024-11-12 03:39:48
560,2024-11-12 03:40:00
560,2024-11-12 03:44:21
560,2024-11-12 03:44:33
560,2024-11-12 03:44:44
560,2024-11-12 03:49:06
560,2024-11-12 03:49:18
560,2024-11-12 03:49:29
560,2024-11-12 03:53:51
560,2024-11-12 03:54:03
560,2024-11-12 03:54:14
560,2024-11-12 03:58:36
560,2024-11-12 03:58:47
560,2024-11-12 03:58:59
560,2024-11-12 04:03:21
560,2024-11-12 04:03:32
560,2024-11-12 04:03:44
560,2024-11-12 04:08:06
560,2024-11-12 04:08:17
560,2024-11-12 04:08:29
550,2024-11-12 04:12:50
550,2024-11-12 04:13:02
550,2024-11-12 04:13:13
550,2024-11-12 04:17:35
550,2024-11-12 04:17:47
550,2024-11-12 04:17:58
550,2024-11-12 04:22:20
550,2024-11-12 04:22:31
550,2024-11-12 04:22:43
550,2024-11-12 04:27:05
550,2024-11-12 04:27:16
550,2024-11-12 04:27:28
550,2024-11-12 04:31:49
550,2024-11-12 04:32:01
550,2024-11-12 04:32:12
550,2024-11-12 04:36:34
550,2024-11-12 04:36:46
550,2024-11-12 04:36:57
540,2024-11-12 04:41:19
540,2024-11-12 04:41:31
540,2024-11-12 04:41:42
540,2024-11-12 04:46:04
540,2024-11-12 04:46:16
540,2024-11-12 04:46:27
540,2024-11-12 04:50:49
540,2024-11-12 04:51:00
540,2024-11-12 04:51:12
540,2024-11-12 04:55:34
540,2024-11-12 04:55:45
540,2024-11-12 04:55:57
540,2024-11-12 05:00:18
540,2024-11-12 05:00:30
540,2024-11-12 05:00:41
540,2024-11-12 05:05:03
540,2024-11-12 05:05:14
540,2024-11-12 05:05:26
530,2024-11-12 05:09:48
530,2024-11-12 05:09:59
530,2024-11-12 05:10:11
530,2024-11-12 05:14:33
530,2024-11-12 05:14:44
530,2024-11-12 05:14:56
530,2024-11-12 05:19:18
530,2024-11-12 05:19:29
530,2024-11-12 05:19:41
530,2024-11-12 05:24:03
530,2024-11-12 05:24:14
530,2024-11-12 05:24:26
530,2024-11-12 05:28:47
530,2024-11-12 05:28:59
530,2024-11-12 05:29:10
520,2024-11-12 05:33:32
520,2024-11-12 05:33:44
520,2024-11-12 05:33:55
530,2024-11-12 05:38:16
